geography_code,crime_sum_2021
E01004077,64
E01004078,87
E01004079,50
E01004080,56
E01004081,63
E01004082,48
E01004083,98
E01004084,48
E01004085,49
E01004086,124
E01004087,46
E01004088,162
E01004089,118
E01004090,147
E01004091,47
E01004092,55
E01004093,67
E01004094,66
E01004095,46
E01004096,44
E01004097,56
E01004098,52
E01004099,213
E01004100,74
E01004101,38
E01004102,90
E01004103,80
E01004104,49
E01004105,67
E01004106,37
E01004107,92
E01004108,113
E01004109,65
E01004110,117
E01004111,101
E01004112,59
E01004114,49
E01004115,49
E01004116,39
E01004117,25
E01004118,178
E01004119,92
E01004120,31
E01004121,124
E01004122,38
E01004123,231
E01004124,111
E01004125,111
E01004126,121
E01004127,81
E01004128,216
E01004129,214
E01004130,172
E01004131,60
E01004132,36
E01004133,39
E01004134,85
E01004135,62
E01004136,56
E01004137,226
E01004138,106
E01004139,61
E01004140,151
E01004141,105
E01004142,1199
E01004143,51
E01004144,81
E01004145,108
E01004146,84
E01004147,72
E01004148,121
E01004149,76
E01004150,109
E01004151,65
E01004152,117
E01004153,88
E01004154,31
E01004155,70
E01004156,120
E01004157,25
E01004158,69
E01004159,76
E01004160,59
E01004161,72
E01004162,63
E01004163,79
E01004164,89
E01004165,136
E01004166,87
E01004167,228
E01004168,59
E01004169,89
E01004170,149
E01004171,78
E01004172,172
E01004173,47
E01004174,88
E01004175,73
E01004176,90
E01004177,116
E01004178,339
E01004179,50
E01004180,68
E01004181,89
E01004182,93
E01004183,129
E01004184,112
E01004185,180
E01004186,97
E01004187,88
E01004188,176
E01004189,141
E01004190,25
E01004191,94
E01004192,71
E01004193,74
E01004194,96
E01004195,86
E01004196,53
E01004197,453
E01004198,186
E01004199,132
E01004200,120
E01004201,148
E01004202,274
E01004203,315
E01004204,180
E01004205,240
E01004206,141
E01004207,180
E01004208,630
E01004209,122
E01004211,345
E01004212,303
E01004214,87
E01004215,510
E01004216,76
E01004217,173
E01004218,73
E01004219,266
E01004221,194
E01004222,253
E01004223,190
E01004224,420
E01004225,140
E01004226,325
E01004228,127
E01004229,140
E01004230,160
E01004231,259
E01004232,213
E01004233,109
E01004234,330
E01004235,82
E01004236,130
E01004237,149
E01004238,511
E01004239,137
E01004240,107
E01004241,138
E01004242,426
E01004243,86
E01004244,312
E01004245,244
E01004246,276
E01004247,299
E01004248,156
E01004249,167
E01004250,212
E01004251,349
E01004252,369
E01004253,242
E01004254,340
E01004255,138
E01004256,153
E01004257,161
E01004258,97
E01004259,420
E01004260,197
E01004261,384
E01004262,215
E01004263,116
E01004264,146
E01004266,86
E01004267,260
E01004268,181
E01004269,284
E01004270,299
E01004271,185
E01004272,216
E01004273,284
E01004274,97
E01004275,112
E01004276,50
E01004277,358
E01004280,85
E01004281,78
E01004283,180
E01004284,244
E01004285,232
E01004286,273
E01004287,156
E01004288,177
E01004289,147
E01004290,263
E01004291,101
E01004292,57
E01004293,253
E01004294,309
E01004295,125
E01004296,149
E01004297,77
E01004298,197
E01004300,91
E01004301,111
E01004302,198
E01004303,281
E01004304,238
E01004305,165
E01004306,294
E01004307,584
E01004308,144
E01004309,634
E01004310,275
E01004311,203
E01004312,120
E01004313,251
E01004314,150
E01004315,238
E01004316,126
E01004317,654
E01004318,248
E01004319,171
E01004321,264
E01004322,345
E01004323,153
E01004324,95
E01004325,479
E01004326,332
E01004327,84
E01004328,134
E01004329,107
E01004330,70
E01004331,99
E01004332,127
E01004333,108
E01004334,182
E01004335,182
E01004336,169
E01004337,107
E01004338,76
E01004339,100
E01004340,105
E01004341,227
E01004342,213
E01004343,56
E01004344,196
E01004345,113
E01004346,120
E01004347,122
E01004348,186
E01004349,98
E01004350,100
E01004351,81
E01004352,140
E01004353,72
E01004354,209
E01004355,128
E01004356,82
E01004357,84
E01004358,116
E01004359,57
E01004360,56
E01004361,49
E01004362,95
E01004363,212
E01004364,132
E01004365,214
E01004366,118
E01004367,142
E01004368,85
E01004369,94
E01004370,189
E01004371,97
E01004372,53
E01004373,105
E01004374,91
E01004375,141
E01004376,135
E01004377,103
E01004378,101
E01004379,140
E01004380,71
E01004381,123
E01004382,89
E01004383,69
E01004384,187
E01004385,95
E01004386,40
E01004387,35
E01004388,148
E01004389,108
E01004390,106
E01004391,140
E01004392,620
E01004393,214
E01004394,184
E01004395,68
E01004396,89
E01004397,867
E01004398,116
E01004399,176
E01004400,138
E01004401,252
E01004402,124
E01004403,280
E01004404,138
E01004405,98
E01004406,164
E01004407,187
E01004408,105
E01004409,137
E01004410,150
E01004411,142
E01004412,123
E01004413,118
E01004414,119
E01004415,69
E01004416,86
E01004417,132
E01004418,95
E01004419,124
E01004420,397
E01004421,135
E01004422,251
E01004423,145
E01004424,237
E01004425,145
E01004426,101
E01004427,120
E01004428,167
E01004429,145
E01004430,598
E01004432,110
E01004434,188
E01004435,157
E01004436,229
E01004437,105
E01004438,305
E01004439,66
E01004440,201
E01004441,54
E01004442,65
E01004443,184
E01004444,278
E01004445,126
E01004446,123
E01004447,77
E01004448,170
E01004449,116
E01004450,60
E01004451,106
E01004452,183
E01004453,154
E01004454,129
E01004455,540
E01004456,271
E01004457,124
E01004458,149
E01004459,136
E01004460,200
E01004461,231
E01004462,131
E01004463,121
E01004464,247
E01004465,58
E01004466,92
E01004467,221
E01004468,123
E01004469,102
E01004470,171
E01004471,108
E01004472,87
E01004473,77
E01004474,453
E01004475,64
E01004476,243
E01004477,92
E01004478,55
E01004479,74
E01004480,96
E01004481,132
E01004482,89
E01004483,85
E01004484,83
E01004485,184
E01004486,91
E01004487,111
E01004488,86
E01004489,82
E01004490,56
E01004491,58
E01004492,125
E01004493,192
E01004494,147
E01004495,94
E01004496,158
E01004497,70
E01004498,56
E01004499,92
E01004500,69
E01004501,81
E01004502,55
E01004503,75
E01004504,37
E01004505,57
E01004506,167
E01004507,162
E01004508,159
E01004509,528
E01004510,98
E01004511,67
E01004512,45
E01004513,178
E01004514,137
E01004515,136
E01004516,85
E01004517,168
E01004518,101
E01004519,83
E01004520,62
E01004521,58
E01004522,91
E01004523,90
E01004524,131
E01004525,851
E01004526,183
E01004527,92
E01004528,167
E01004529,138
E01004530,68
E01004531,81
E01004532,53
E01004533,59
E01004534,151
E01004535,169
E01004536,211
E01004537,200
E01004538,113
E01004539,157
E01004540,216
E01004541,140
E01004542,65
E01004543,127
E01004544,58
E01004545,171
E01004546,40
E01004547,62
E01004548,187
E01004549,80
E01004550,67
E01004551,456
E01004552,404
E01004553,105
E01004554,73
E01004555,64
E01004556,48
E01004557,89
E01004558,59
E01004559,32
E01004560,248
E01004562,336
E01004563,159
E01004564,153
E01004565,106
E01004566,116
E01004567,118
E01004568,123
E01004569,252
E01004570,229
E01004571,198
E01004572,136
E01004573,168
E01004574,181
E01004575,128
E01004576,164
E01004577,97
E01004579,145
E01004580,137
E01004581,101
E01004582,111
E01004583,198
E01004584,109
E01004585,111
E01004586,65
E01004587,88
E01004588,322
E01004589,104
E01004590,112
E01004591,166
E01004592,113
E01004593,65
E01004594,63
E01004595,84
E01004596,76
E01004597,80
E01004598,89
E01004599,34
E01004600,556
E01004601,167
E01004602,130
E01004604,104
E01004605,92
E01004606,96
E01004607,70
E01004608,126
E01004609,554
E01004610,111
E01004611,103
E01004612,167
E01004613,235
E01004614,114
E01004615,150
E01004616,221
E01004617,409
E01004618,60
E01004619,81
E01004620,64
E01004621,95
E01004622,239
E01004623,66
E01004624,154
E01004625,62
E01004626,382
E01004627,100
E01004628,110
E01004629,80
E01004630,116
E01004631,85
E01004632,79
E01004633,110
E01004634,70
E01004635,63
E01004636,69
E01004637,39
E01004638,62
E01004639,101
E01004640,57
E01004641,72
E01004642,63
E01004643,119
E01004644,327
E01004645,120
E01004646,94
E01004647,104
E01004648,129
E01004649,94
E01004650,88
E01004651,53
E01004652,194
E01004653,124
E01004654,248
E01004656,212
E01004657,387
E01004658,591
E01004659,131
E01004660,175
E01004661,397
E01004662,204
E01004663,153
E01004665,127
E01004666,250
E01004667,88
E01004668,82
E01004669,109
E01004670,165
E01004674,201
E01004675,265
E01004676,144
E01004677,99
E01004678,133
E01004679,295
E01004680,221
E01004681,266
E01004682,265
E01004683,109
E01004684,219
E01004686,237
E01004687,86
E01004688,141
E01004689,946
E01004690,145
E01004691,345
E01004692,89
E01004693,119
E01004694,214
E01004695,357
E01004696,103
E01004697,107
E01004698,324
E01004699,431
E01004700,163
E01004701,86
E01004702,259
E01004703,186
E01004705,80
E01004706,85
E01004707,91
E01004708,91
E01004709,157
E01004710,156
E01004711,80
E01004712,316
E01004713,234
E01004714,1519
E01004715,394
E01004716,169
E01004717,289
E01004718,148
E01004719,111
E01004720,193
E01004721,237
E01004722,174
E01004723,181
E01004724,136
E01004725,141
E01004726,108
E01004727,441
E01004728,76
E01004729,57
E01004730,103
E01004731,796
E01004732,301
E01004733,749
E01004734,4719
E01004735,1688
E01004736,2784
E01004737,61
E01004738,68
E01004739,42
E01004740,154
E01004741,84
E01004742,96
E01004743,108
E01004744,230
E01004745,142
E01004746,68
E01004747,199
E01004748,233
E01004749,396
E01004750,489
E01004751,67
E01004752,107
E01004753,91
E01004754,138
E01004755,182
E01004756,133
E01004757,155
E01004760,111
E01004761,1213
E01004762,911
E01004763,4380
E01004765,1244
E01032512,307
E01032513,90
E01032562,96
E01032563,54
E01032564,102
E01032565,102
E01032566,113
E01032567,92
E01032568,223
E01032569,192
E01032570,137
E01032572,99
E01032573,303
E01032574,475
E01032575,228
E01032576,37
E01032577,70
E01032579,300
E01032580,143
E01032581,151
E01032582,1169
E01032583,303
E01032584,170
E01032623,59
E01032637,58
E01032638,35
E01032639,337
E01032640,105
E01032646,202
E01032719,150
E01032720,491
E01032722,426
E01032741,995
E01032742,184
E01032743,95
E01032744,211
E01032764,290
E01032765,111
E01032766,213
E01032767,236
E01032768,65
E01032769,208
E01032770,81
E01032771,573
E01032772,128
E01032773,124
E01032774,139
E01032775,29
E01032776,93
E01032777,114
E01032778,265
E01032779,75
E01032780,161
E01032781,68
E01032782,157
E01032783,80
E01032784,129
E01032785,82
E01032786,136
E01032787,190
E01032788,117
E01032789,44
E01032790,32
E01032803,100
E01032805,237
E01032834,102
E01033000,93
E01033030,280
E01033081,140
E01033082,138
E01033083,986
E01033084,307
E01033085,200
E01033086,110
E01033093,197
E01033098,147
E01033099,132
E01033100,219
E01033101,189
E01033132,121
E01033133,61
E01033135,46
E01033146,105
E01033148,125
E01033150,135
E01033151,155
E01033153,198
E01033207,430
E01033208,132
E01033320,104
E01033322,41
E01033324,137
E01033325,62
E01033327,810
E01033341,121
E01033424,790
E01033455,186
E01033456,205
E01033457,163
E01033463,98
E01033464,206
E01033485,237
E01033486,113
E01033487,25
E01033488,187
E01033489,221
E01033490,177
E01033491,428
E01033492,105
E01033493,20
E01033494,102
E01033568,183
E01033569,195
E01033570,158
E01033571,86
E01033572,283
E01033573,343
E01033574,48
E01033575,68
E01033576,166
E01033577,250
E01033578,344
E01033579,122
E01033580,110
E01033581,166
E01033582,54
E01033583,3310
E01033584,89
E01033585,387
E01033586,162
E01033587,467
E01033588,100
E01033589,449
E01033590,57
E01033591,305
E01033592,52
E01033593,180
E01033594,719
E01033595,4931
E01033596,1191
E01033597,85
E01033598,188
E01033599,64
E01033600,74
E01033601,134
E01033602,106
E01033603,170
E01033604,299
E01033605,198
E01033606,74
E01033607,97
E01033608,55
E01033698,85
E01033699,748
E01033700,437
E01033701,333
E01033702,130
E01033703,137
E01033704,499
E01033705,128
E01033706,938
E01033707,218
E01033708,1523
E01033709,209
E01033710,62
E01033711,219
E01033712,507
E01033713,172
E01033724,278
E01033725,274
E01033726,392
E01033727,163
E01033728,74
E01033729,210
E01033730,228
E01033731,557
E01033732,55
E01033733,322
E01033734,50
E01033735,476
E01033736,98
E01033737,483
E01033738,263
E01033739,98
E01033740,77
E01033741,235
E01033742,58
E01033743,264
E01033744,116
E01033745,125
E01033746,44
