geography_code,crime_sum_2021
E01002032,208
E01002033,165
E01002034,744
E01002036,292
E01002037,369
E01002038,314
E01002039,193
E01002040,260
E01002041,161
E01002042,264
E01002043,242
E01002044,163
E01002045,212
E01002046,146
E01002047,164
E01002048,157
E01002049,185
E01002050,80
E01002051,262
E01002052,98
E01002053,151
E01002054,186
E01002055,86
E01002056,270
E01002057,176
E01002058,238
E01002059,88
E01002060,64
E01002061,86
E01002062,116
E01002063,131
E01002064,106
E01002065,195
E01002066,316
E01002067,191
E01002068,455
E01002069,521
E01002070,207
E01002071,214
E01002072,293
E01002073,193
E01002074,195
E01002075,173
E01002076,231
E01002077,437
E01002078,154
E01002079,128
E01002080,462
E01002081,299
E01002082,129
E01002083,113
E01002084,161
E01002085,318
E01002086,177
E01002087,187
E01002088,196
E01002089,71
E01002090,176
E01002091,192
E01002092,133
E01002093,347
E01002094,117
E01002095,228
E01002096,97
E01002097,140
E01002098,180
E01002099,238
E01002100,210
E01002101,134
E01002102,141
E01002103,204
E01002104,150
E01002105,307
E01002106,71
E01002107,68
E01002108,40
E01002109,61
E01002110,61
E01002111,160
E01002112,116
E01002113,98
E01002114,109
E01002115,80
E01002116,49
E01002117,168
E01002118,172
E01002119,200
E01002120,136
E01002121,58
E01002122,65
E01002123,158
E01002124,80
E01002125,118
E01002126,340
E01002127,88
E01002128,157
E01002129,919
E01002130,597
E01002131,89
E01002132,73
E01002133,177
E01002134,116
E01002135,99
E01002136,119
E01002137,69
E01002138,44
E01002139,103
E01002140,133
E01002141,89
E01002142,111
E01002143,55
E01002144,79
E01002145,82
E01002146,29
E01002147,36
E01002148,51
E01002149,30
E01002150,175
E01002151,93
E01002152,47
E01002153,61
E01002154,119
E01002155,52
E01002156,68
E01002157,112
E01002158,44
E01002159,80
E01002160,203
E01002161,86
E01002162,80
E01002163,44
E01002164,81
E01002165,70
E01002166,38
E01002167,38
E01002168,45
E01002169,70
E01002170,61
E01002171,59
E01002172,82
E01002173,51
E01002174,80
E01002175,76
E01002176,137
E01002177,65
E01002178,40
E01002179,289
E01002180,226
E01002181,89
E01002182,129
E01002183,113
E01002184,106
E01002185,100
E01002186,154
E01002187,78
E01002188,48
E01002189,220
E01002190,59
E01002191,61
E01002192,78
E01002193,72
E01002194,43
E01002195,48
E01002196,58
E01002197,37
E01002198,63
E01002199,46
E01002200,102
E01002201,56
E01002202,165
E01002203,61
E01002204,111
E01002206,70
E01002207,50
E01002208,36
E01002209,139
E01002210,52
E01002211,80
E01002212,160
E01002213,263
E01002214,108
E01002215,75
E01002216,66
E01002217,75
E01002218,98
E01002219,227
E01002220,38
E01002221,125
E01002222,71
E01002223,74
E01002224,72
E01002225,50
E01002226,224
E01002227,84
E01002228,77
E01002229,95
E01002230,42
E01002231,69
E01002232,152
E01002233,189
E01002234,100
E01002235,123
E01002236,149
E01002237,64
E01002238,78
E01002239,67
E01002240,64
E01002241,88
E01002242,49
E01002243,165
E01002244,76
E01002245,91
E01002246,94
E01002247,109
E01002248,315
E01002249,196
E01002250,135
E01002251,73
E01002252,45
E01002253,42
E01002254,52
E01002255,26
E01002256,21
E01002257,36
E01002258,71
E01002259,58
E01002260,95
E01002261,141
E01002262,74
E01002263,43
E01002264,88
E01002265,59
E01002266,115
E01002267,81
E01002268,44
E01002269,57
E01002270,51
E01002271,21
E01002272,58
E01002273,77
E01002274,57
E01002275,35
E01002276,137
E01002277,118
E01002278,88
E01002279,93
E01002280,157
E01002281,215
E01002282,384
E01002283,99
E01002284,126
E01002285,43
E01002286,17
E01002287,42
E01002288,33
E01002289,79
E01002290,44
E01002291,81
E01002292,61
E01002293,307
E01002294,64
E01002295,83
E01002296,76
E01002297,130
E01002298,71
E01002299,85
E01002300,74
E01002301,57
E01002302,124
E01002303,90
E01002304,83
E01002305,63
E01002306,103
E01002307,71
E01002308,69
E01002309,107
E01002310,249
E01002311,84
E01002312,93
E01002313,118
E01002314,122
E01002315,68
E01002316,157
E01002317,51
E01002318,50
E01002319,286
E01002320,42
E01002321,112
E01002322,55
E01002323,50
E01002324,45
E01002325,148
E01002326,172
E01002327,34
E01002328,54
E01002329,70
E01002330,152
E01002331,46
E01002332,74
E01002333,47
E01002334,54
E01002335,82
E01002336,67
E01002337,98
E01002338,86
E01002339,66
E01002340,63
E01002341,51
E01002342,87
E01002343,50
E01002344,225
E01002345,208
E01002346,111
E01002347,65
E01002348,34
E01002349,65
E01002350,217
E01002351,64
E01002352,112
E01002353,413
E01002354,38
E01002355,37
E01002356,919
E01002358,132
E01002359,39
E01002360,79
E01002361,333
E01002362,54
E01002363,36
E01002364,24
E01002365,63
E01002366,59
E01002367,107
E01002368,298
E01002369,119
E01002370,185
E01002371,88
E01002372,36
E01002373,81
E01002374,89
E01002375,191
E01002376,43
E01002377,102
E01002378,39
E01002379,155
E01002380,155
E01002381,74
E01002382,87
E01002383,56
E01002384,78
E01002385,72
E01002386,244
E01002387,28
E01002388,27
E01002389,34
E01002390,43
E01002391,80
E01002392,133
E01002393,140
E01002394,99
E01002395,61
E01002396,186
E01002397,342
E01002398,91
E01002399,93
E01002400,118
E01002401,197
E01002402,109
E01002403,106
E01002404,129
E01002405,157
E01002406,459
E01002407,340
E01002408,153
E01002409,92
E01002410,230
E01002411,99
E01002412,429
E01002413,143
E01002414,227
E01002415,63
E01002416,62
E01002417,86
E01002418,46
E01002419,46
E01002420,42
E01002421,101
E01002422,139
E01002423,124
E01002424,82
E01002425,115
E01002426,125
E01002427,52
E01002428,49
E01002429,68
E01002430,51
E01002431,13
E01002432,123
E01002433,125
E01002434,56
E01002435,50
E01002436,99
E01002437,41
E01002438,50
E01002439,110
E01002440,72
E01002441,99
E01002442,104
E01002443,204
E01002444,1785
E01002445,163
E01002446,167
E01002447,247
E01002448,213
E01002449,220
E01002450,58
E01002451,44
E01002452,81
E01002453,69
E01002454,110
E01002455,126
E01002456,173
E01002457,120
E01002458,37
E01002459,52
E01002460,124
E01002461,94
E01002462,39
E01002463,61
E01002464,37
E01002465,87
E01002466,75
E01002467,42
E01002468,61
E01002469,64
E01002470,173
E01002471,51
E01002472,111
E01002473,84
E01002474,74
E01002475,103
E01002476,31
E01002477,60
E01002478,61
E01002479,129
E01002480,53
E01002481,74
E01002482,34
E01002483,146
E01002484,86
E01002485,202
E01002486,206
E01002487,102
E01002488,87
E01002489,268
E01002490,157
E01002491,129
E01002492,111
E01002493,140
E01002494,86
E01002495,87
E01002496,207
E01002497,357
E01002498,85
E01002499,117
E01002501,95
E01002502,77
E01002503,174
E01002504,150
E01002505,469
E01002506,510
E01002507,209
E01002508,152
E01002509,41
E01002511,87
E01002512,131
E01002513,75
E01002514,378
E01002515,627
E01002516,56
E01002518,98
E01002519,122
E01002520,204
E01002521,719
E01002523,80
E01002525,99
E01002526,185
E01002527,98
E01002528,181
E01002529,174
E01002530,189
E01002531,71
E01002532,193
E01002533,70
E01002534,54
E01002535,219
E01002536,33
E01002537,103
E01002538,101
E01002539,37
E01002540,258
E01002541,104
E01002542,188
E01002543,121
E01002544,112
E01002545,149
E01002546,68
E01002547,100
E01002548,163
E01002549,99
E01002550,127
E01002551,125
E01002552,112
E01002553,136
E01002554,586
E01002555,119
E01002556,84
E01002557,128
E01002558,150
E01002559,183
E01002560,115
E01002561,79
E01002562,162
E01002563,98
E01002564,157
E01002565,224
E01002566,394
E01002567,129
E01002568,236
E01002569,126
E01002570,213
E01002571,54
E01002572,176
E01002573,110
E01002574,95
E01002575,106
E01002576,75
E01002577,95
E01002578,117
E01002579,100
E01002580,93
E01002581,106
E01002582,82
E01002583,132
E01002584,198
E01002585,101
E01002586,76
E01002587,184
E01002588,176
E01002589,195
E01002590,183
E01002591,65
E01002592,285
E01002593,225
E01002594,170
E01002595,148
E01002596,235
E01002598,219
E01002599,84
E01002600,64
E01002601,105
E01002602,66
E01002603,124
E01002604,171
E01002605,159
E01002606,117
E01002607,169
E01002608,188
E01002609,90
E01002610,112
E01002611,199
E01002612,249
E01002613,62
E01002614,161
E01002615,206
E01002616,96
E01002617,78
E01002618,81
E01002619,103
E01002620,241
E01002621,134
E01002622,104
E01002623,129
E01002624,182
E01002625,110
E01002626,165
E01002627,85
E01002628,149
E01002629,171
E01002630,141
E01002631,126
E01002632,131
E01002633,221
E01002634,162
E01002635,106
E01002636,85
E01002637,341
E01002638,164
E01002639,104
E01002640,162
E01002641,280
E01002642,503
E01002643,272
E01002645,194
E01002646,140
E01002647,119
E01002648,308
E01002649,269
E01002650,204
E01002651,105
E01002652,141
E01002653,56
E01002654,62
E01002655,77
E01002656,42
E01002657,104
E01002658,45
E01002659,58
E01002660,83
E01002661,205
E01002662,154
E01002663,89
E01002664,275
E01002665,102
E01002666,105
E01002667,137
E01002668,132
E01002669,88
E01002670,88
E01002671,76
E01002672,211
E01002673,78
E01002674,65
E01002675,93
E01002676,108
E01002677,197
E01002678,403
E01002679,139
E01002680,147
E01002681,435
E01002682,141
E01002683,112
E01002684,246
E01002686,187
E01002687,82
E01002689,81
E01002690,104
E01002691,131
E01002692,246
E01002693,286
E01002694,102
E01002695,337
E01002696,572
E01002697,199
E01002698,148
E01002699,98
E01002700,91
E01002701,214
E01002702,225
E01002703,184
E01002704,865
E01002706,179
E01002707,205
E01002708,203
E01002709,108
E01002710,141
E01002711,419
E01002712,272
E01002713,204
E01002714,133
E01002715,113
E01002716,233
E01002717,75
E01002718,106
E01002719,172
E01002720,252
E01002721,159
E01002722,185
E01002723,166
E01002724,459
E01002725,87
E01002726,272
E01002727,129
E01002728,137
E01002729,154
E01002730,274
E01002731,760
E01002732,202
E01002733,72
E01002734,621
E01002735,329
E01002736,116
E01002737,141
E01002738,169
E01002739,162
E01002740,337
E01002741,148
E01002742,122
E01002743,91
E01002744,109
E01002745,107
E01002747,186
E01002748,227
E01002749,95
E01002751,167
E01002752,101
E01002753,97
E01002754,83
E01002755,84
E01002756,98
E01002757,105
E01002758,153
E01002759,65
E01002760,113
E01002762,143
E01002763,137
E01002764,134
E01002765,324
E01002766,208
E01002767,156
E01002768,121
E01002769,114
E01002770,524
E01002771,137
E01002772,295
E01002773,135
E01002774,213
E01002775,152
E01002776,154
E01002777,138
E01002778,137
E01002779,180
E01002780,123
E01002781,109
E01002782,142
E01002783,170
E01002784,135
E01002785,152
E01002786,163
E01002787,82
E01002788,119
E01002789,122
E01002790,190
E01002791,179
E01002792,222
E01002793,234
E01002794,663
E01002795,499
E01002796,105
E01002797,212
E01002798,156
E01002799,169
E01002800,128
E01002801,243
E01002802,114
E01002803,394
E01002804,141
E01002805,233
E01002806,97
E01002807,150
E01002808,154
E01002809,108
E01002810,220
E01002811,123
E01002812,102
E01002813,63
E01002814,309
E01002815,92
E01002816,111
E01002817,145
E01002818,753
E01002819,506
E01002820,216
E01002821,321
E01002822,116
E01002823,120
E01002824,56
E01002825,140
E01002826,399
E01002827,257
E01002828,110
E01002829,129
E01002830,247
E01002831,364
E01002832,191
E01002833,248
E01002834,89
E01002835,377
E01002836,116
E01002837,56
E01002838,73
E01002839,171
E01002840,149
E01002841,131
E01002842,38
E01002843,182
E01002844,143
E01002845,124
E01002846,173
E01002847,161
E01002848,102
E01002849,128
E01002850,321
E01002851,220
E01002852,389
E01002853,86
E01002854,186
E01002855,187
E01002856,208
E01002857,170
E01002858,165
E01002859,297
E01002860,123
E01002861,160
E01002862,85
E01002863,95
E01002864,111
E01002865,272
E01002866,104
E01002867,184
E01002868,68
E01002869,131
E01002870,242
E01002871,201
E01002872,79
E01002873,78
E01002874,87
E01002875,88
E01002876,114
E01002877,222
E01002878,201
E01002879,112
E01002880,141
E01002881,89
E01002882,109
E01002883,237
E01002884,211
E01002885,92
E01002886,122
E01002887,112
E01002888,120
E01002889,475
E01002890,86
E01002891,100
E01002892,92
E01002893,111
E01002894,139
E01002895,103
E01002896,103
E01002897,93
E01002898,69
E01002899,178
E01002900,102
E01002901,58
E01002902,560
E01002903,216
E01002904,80
E01002905,125
E01002906,322
E01002907,89
E01002908,98
E01002909,134
E01002910,105
E01002911,220
E01002912,277
E01002913,152
E01002914,210
E01002915,27
E01002916,55
E01002917,27
E01002918,49
E01002919,205
E01002920,47
E01002921,87
E01002922,48
E01002923,118
E01002924,33
E01002925,88
E01002926,29
E01002927,43
E01002928,92
E01002929,123
E01002930,240
E01002931,94
E01002932,139
E01002933,95
E01002934,59
E01002935,104
E01002937,48
E01002938,70
E01002939,73
E01002940,48
E01002941,77
E01002942,33
E01002943,60
E01002944,55
E01002945,43
E01002946,43
E01002947,64
E01002948,149
E01002949,66
E01002950,65
E01002951,44
E01002952,70
E01002953,78
E01002954,182
E01002955,130
E01002956,75
E01002957,90
E01002958,36
E01002959,25
E01002960,71
E01002961,47
E01002962,65
E01002963,52
E01002964,425
E01002965,223
E01002966,85
E01002967,51
E01002968,2237
E01002969,168
E01002970,117
E01002971,150
E01002972,187
E01002973,79
E01002974,134
E01002975,76
E01002976,35
E01002977,84
E01002978,70
E01002979,40
E01002980,28
E01002981,44
E01002982,46
E01002983,78
E01002984,77
E01002985,84
E01002986,48
E01002987,271
E01002988,64
E01002989,67
E01002990,39
E01002991,54
E01002992,61
E01002993,41
E01002994,43
E01002995,40
E01002996,59
E01002997,38
E01002998,54
E01002999,72
E01003000,160
E01003001,99
E01003002,100
E01003003,255
E01003004,92
E01003005,65
E01003006,56
E01003007,39
E01003008,36
E01003009,54
E01003010,64
E01003011,120
E01003013,1185
E01003014,205
E01003015,98
E01003016,352
E01003017,344
E01003018,221
E01003019,134
E01003020,291
E01003021,191
E01003022,107
E01003023,230
E01003024,156
E01003025,119
E01003026,234
E01003027,50
E01003028,82
E01003029,120
E01003030,191
E01003031,121
E01003032,220
E01003033,67
E01003034,77
E01003035,496
E01003036,83
E01003037,185
E01003038,102
E01003039,319
E01003040,87
E01003041,315
E01003042,84
E01003043,103
E01003044,75
E01003045,149
E01003046,102
E01003047,1358
E01003048,140
E01003049,183
E01003050,177
E01003051,287
E01003052,174
E01003053,121
E01003054,160
E01003055,568
E01003056,132
E01003057,90
E01003058,159
E01003059,164
E01003060,106
E01003061,360
E01003062,194
E01003063,154
E01003064,95
E01003065,127
E01003066,157
E01003067,100
E01003068,113
E01003069,117
E01003070,117
E01003071,99
E01003072,71
E01003073,175
E01003074,341
E01003075,119
E01003076,479
E01003077,111
E01003078,107
E01003079,221
E01003080,63
E01003081,196
E01003082,108
E01003083,70
E01003084,72
E01003085,89
E01003086,128
E01003087,141
E01003088,97
E01003089,198
E01003090,279
E01003091,61
E01003092,112
E01003093,246
E01003094,103
E01003095,74
E01003096,350
E01003097,102
E01003098,76
E01003099,203
E01003100,146
E01003101,101
E01003102,416
E01003104,87
E01003105,119
E01003106,132
E01003107,134
E01003108,139
E01003109,385
E01003110,143
E01003111,132
E01003112,147
E01003113,132
E01003114,281
E01003115,131
E01003116,72
E01003117,177
E01003118,319
E01003119,121
E01003120,253
E01003121,80
E01003122,109
E01003123,102
E01003124,99
E01003125,114
E01003126,136
E01003127,166
E01003128,203
E01003129,142
E01003130,149
E01003131,159
E01003132,132
E01003133,121
E01003134,73
E01003135,122
E01003136,83
E01003137,147
E01003138,57
E01003139,85
E01003140,60
E01003141,121
E01003142,93
E01003143,85
E01003144,184
E01003145,126
E01003146,88
E01003147,117
E01003148,113
E01003149,93
E01003150,151
E01003151,106
E01003152,94
E01003153,185
E01003154,165
E01003155,99
E01003156,77
E01003157,78
E01003158,56
E01003159,112
E01003160,53
E01003161,59
E01003162,89
E01003163,60
E01003164,172
E01003165,104
E01003166,287
E01003167,99
E01003168,107
E01003169,178
E01003170,80
E01003171,132
E01003172,133
E01003173,89
E01003174,115
E01003175,105
E01003176,240
E01003177,167
E01003178,135
E01003179,107
E01003180,105
E01003181,86
E01003182,122
E01003183,155
E01003184,92
E01003185,103
E01003186,240
E01003187,114
E01003188,104
E01003189,156
E01003190,240
E01003191,103
E01003192,163
E01003193,371
E01003194,196
E01003195,90
E01003196,210
E01003197,104
E01003198,50
E01003199,312
E01003200,179
E01003201,155
E01003202,78
E01003203,225
E01003204,87
E01003205,69
E01003206,95
E01003207,231
E01003209,121
E01003210,187
E01003211,143
E01003212,129
E01003213,112
E01003214,229
E01003215,221
E01003216,140
E01003217,50
E01003218,79
E01003219,102
E01003220,118
E01003221,215
E01003222,108
E01003223,155
E01003224,126
E01003225,112
E01003226,129
E01003227,64
E01003228,78
E01003229,259
E01003230,132
E01003231,176
E01003232,90
E01003233,62
E01003235,158
E01003236,115
E01003237,185
E01003238,100
E01003239,109
E01003240,136
E01003241,118
E01003243,213
E01003244,117
E01003245,121
E01003246,177
E01003247,148
E01003248,118
E01003249,127
E01003250,242
E01003251,110
E01003252,95
E01003253,178
E01003254,129
E01003255,279
E01003256,216
E01003257,73
E01003258,59
E01003259,158
E01003260,87
E01003261,71
E01003262,86
E01003263,169
E01003264,74
E01003265,122
E01003266,120
E01003267,96
E01003268,119
E01003269,83
E01003270,56
E01003271,62
E01003272,185
E01003273,67
E01003274,115
E01003275,106
E01003276,89
E01003277,108
E01003278,128
E01003279,85
E01003280,56
E01003281,64
E01003282,147
E01003283,107
E01003284,154
E01003285,131
E01003286,226
E01003287,95
E01003288,175
E01003290,184
E01003291,475
E01003292,210
E01003293,138
E01003295,165
E01003296,805
E01003297,131
E01003298,58
E01003299,234
E01003300,120
E01003301,104
E01003302,131
E01003303,362
E01003304,380
E01003305,166
E01003307,70
E01003308,119
E01003309,160
E01003310,154
E01003311,87
E01003312,93
E01003313,107
E01003314,81
E01003315,103
E01003316,106
E01003317,295
E01003318,823
E01003319,166
E01003320,228
E01003321,158
E01003322,139
E01003323,121
E01003324,310
E01003325,220
E01003326,120
E01003327,212
E01003328,81
E01003329,93
E01003330,92
E01003331,69
E01003332,87
E01003333,109
E01003334,222
E01003335,112
E01003336,120
E01003337,119
E01003338,190
E01003339,109
E01003340,131
E01003341,77
E01003342,81
E01003343,71
E01003344,90
E01003345,98
E01003346,148
E01003347,154
E01003348,127
E01003349,98
E01003350,106
E01003351,153
E01003352,162
E01003353,222
E01003354,178
E01003355,67
E01003356,99
E01003357,167
E01003358,80
E01003359,145
E01003360,118
E01003361,81
E01003362,44
E01003363,49
E01003364,41
E01003365,23
E01003366,100
E01003367,442
E01003368,56
E01003369,69
E01003370,121
E01003371,31
E01003372,100
E01003373,119
E01003374,148
E01003375,175
E01003376,86
E01003377,112
E01003378,111
E01003379,159
E01003380,39
E01003381,32
E01003382,31
E01003383,366
E01003384,38
E01003385,39
E01003386,88
E01003387,149
E01003388,79
E01003389,208
E01003390,293
E01003391,145
E01003392,76
E01003393,88
E01003394,120
E01003395,92
E01003396,71
E01003397,83
E01003398,116
E01003399,35
E01003400,119
E01003401,119
E01003402,114
E01003403,47
E01003404,54
E01003405,134
E01003406,51
E01003407,93
E01003408,84
E01003409,113
E01003410,73
E01003411,91
E01003412,104
E01003413,142
E01003414,112
E01003415,106
E01003416,66
E01003417,54
E01003418,35
E01003419,77
E01003420,31
E01003421,63
E01003422,73
E01003423,76
E01003424,35
E01003425,40
E01003426,65
E01003427,241
E01003428,79
E01003429,76
E01003430,140
E01003431,82
E01003432,103
E01003433,146
E01003434,84
E01003435,107
E01003436,92
E01003437,141
E01003438,97
E01003439,194
E01003440,86
E01003441,107
E01003442,50
E01003443,45
E01003444,55
E01003445,66
E01003446,162
E01003447,140
E01003448,92
E01003449,68
E01003450,111
E01003451,125
E01003452,119
E01003453,131
E01003454,42
E01003455,71
E01003456,395
E01003457,59
E01003458,55
E01003459,96
E01003460,116
E01003461,81
E01003462,26
E01003463,54
E01003464,96
E01003465,53
E01003466,49
E01003467,56
E01003468,50
E01003469,194
E01003470,90
E01003471,199
E01003472,30
E01003473,71
E01003474,49
E01003475,270
E01003476,73
E01003477,97
E01003478,78
E01003479,84
E01003480,116
E01003481,131
E01003482,946
E01003483,97
E01003484,63
E01003485,70
E01003486,338
E01003487,102
E01003488,130
E01003489,194
E01003490,127
E01003491,278
E01003492,92
E01003493,249
E01003494,105
E01003495,97
E01003496,101
E01003497,300
E01003498,138
E01003499,244
E01003500,168
E01003501,127
E01003502,252
E01003503,273
E01003506,97
E01003507,202
E01003508,172
E01003509,97
E01003511,89
E01003512,133
E01003513,122
E01003514,108
E01003515,339
E01003516,173
E01003517,189
E01003518,64
E01003519,73
E01003520,539
E01003521,1150
E01003522,85
E01003523,216
E01003524,119
E01003525,161
E01003526,170
E01003527,143
E01003528,57
E01003529,103
E01003530,86
E01003531,243
E01003532,94
E01003533,134
E01003534,112
E01003535,173
E01003536,101
E01003537,168
E01003538,174
E01003539,121
E01003540,127
E01003541,79
E01003542,153
E01003543,165
E01003544,143
E01003545,114
E01003546,132
E01003547,80
E01003548,132
E01003549,144
E01003550,112
E01003551,117
E01003552,107
E01003553,204
E01003554,84
E01003555,75
E01003556,350
E01003557,187
E01003558,275
E01003559,221
E01003560,91
E01003561,84
E01003562,126
E01003563,85
E01003564,165
E01003565,74
E01003566,305
E01003567,130
E01003568,92
E01003569,502
E01003570,308
E01003571,110
E01003572,88
E01003573,162
E01003574,181
E01003575,94
E01003576,177
E01003577,128
E01003578,182
E01003579,62
E01003580,124
E01003581,97
E01003582,75
E01003583,77
E01003584,92
E01003585,75
E01003586,111
E01003587,182
E01003588,82
E01003589,115
E01003590,176
E01003591,228
E01003592,162
E01003593,98
E01003594,107
E01003595,128
E01003596,94
E01003597,63
E01003598,132
E01003599,118
E01003600,123
E01003601,562
E01003602,148
E01003603,267
E01003604,150
E01003605,140
E01003606,251
E01003607,144
E01003608,73
E01003609,282
E01003611,142
E01003615,135
E01003616,208
E01003617,1523
E01003618,266
E01003619,308
E01003621,69
E01003622,188
E01003623,144
E01003624,90
E01003625,108
E01003626,73
E01003627,74
E01003628,74
E01003629,69
E01003630,183
E01003631,95
E01003632,100
E01003633,194
E01003634,112
E01003635,107
E01003636,252
E01003637,104
E01003638,173
E01003639,137
E01003640,135
E01003641,101
E01003642,142
E01003643,84
E01003644,73
E01003645,255
E01003646,153
E01003647,121
E01003648,59
E01003649,63
E01003650,106
E01003651,76
E01003652,63
E01003653,224
E01003654,99
E01003655,93
E01003656,125
E01003657,151
E01003658,98
E01003659,87
E01003660,29
E01003661,137
E01003662,154
E01003663,86
E01003664,87
E01003665,88
E01003666,222
E01003668,111
E01003669,87
E01003670,60
E01003671,52
E01003672,85
E01003673,101
E01003674,202
E01003675,178
E01003676,68
E01003677,186
E01003678,65
E01003679,85
E01003680,99
E01003681,151
E01003682,85
E01003683,115
E01003684,131
E01003685,127
E01003686,134
E01003688,161
E01003689,1233
E01003690,405
E01003691,78
E01003692,117
E01003693,68
E01003694,48
E01003695,110
E01003696,89
E01003697,229
E01003698,50
E01003699,106
E01003700,149
E01003701,168
E01003702,103
E01003703,83
E01003704,149
E01003705,168
E01003706,71
E01003707,58
E01003708,136
E01003709,58
E01003710,52
E01003711,128
E01003712,83
E01003713,98
E01003714,213
E01003715,155
E01003716,115
E01003718,129
E01003719,243
E01003720,193
E01003721,118
E01003722,112
E01003723,174
E01003724,64
E01003725,91
E01003726,189
E01003727,121
E01003728,704
E01003729,304
E01003730,128
E01003731,106
E01003732,133
E01003733,144
E01003734,184
E01003735,189
E01003736,78
E01003737,113
E01003738,113
E01003739,181
E01003740,177
E01003741,105
E01003742,123
E01003743,139
E01003744,44
E01003745,34
E01003746,71
E01003747,31
E01003748,107
E01003749,57
E01003750,136
E01003751,135
E01003752,132
E01003753,68
E01003754,58
E01003755,158
E01003756,156
E01003757,142
E01003758,202
E01003759,40
E01003760,89
E01003761,122
E01003762,87
E01003763,131
E01003764,109
E01003765,105
E01003766,82
E01003767,230
E01003768,257
E01003769,235
E01003770,579
E01003771,148
E01003772,105
E01003773,148
E01003774,48
E01003775,60
E01003776,123
E01003777,107
E01003778,296
E01003779,86
E01003780,41
E01003781,304
E01003782,118
E01003783,1069
E01003784,116
E01003785,219
E01003786,66
E01003787,76
E01003788,267
E01003789,79
E01003790,75
E01003791,81
E01003792,70
E01003793,93
E01003794,66
E01003795,86
E01003796,57
E01003797,54
E01003798,83
E01003799,99
E01003800,99
E01003801,33
E01003802,26
E01003803,75
E01003804,59
E01003805,49
E01003806,86
E01003807,162
E01003808,67
E01003809,63
E01003810,57
E01003811,61
E01003812,88
E01003813,59
E01003814,57
E01003815,131
E01003816,90
E01003817,143
E01003818,48
E01003819,87
E01003820,75
E01003821,96
E01003822,32
E01003823,140
E01003824,48
E01003825,42
E01003826,109
E01003827,88
E01003828,42
E01003829,162
E01003830,78
E01003831,71
E01003832,111
E01003833,90
E01003834,100
E01003835,72
E01003836,37
E01003837,102
E01003838,58
E01003839,115
E01003840,54
E01003841,154
E01003842,101
E01003843,104
E01003844,80
E01003845,59
E01003846,70
E01003847,144
E01003848,67
E01003849,58
E01003851,76
E01003852,100
E01003853,71
E01003854,158
E01003855,110
E01003856,46
E01003857,60
E01003858,68
E01003859,61
E01003860,138
E01003861,96
E01003862,178
E01003863,57
E01003864,98
E01003865,87
E01003866,46
E01003867,140
E01003868,76
E01003869,74
E01003870,93
E01003871,49
E01003872,84
E01003873,132
E01003874,51
E01003875,82
E01003876,862
E01003877,37
E01003878,120
E01003879,55
E01003880,52
E01003881,36
E01003882,130
E01003883,89
E01003884,90
E01003885,49
E01003886,68
E01003887,79
E01003888,167
E01003889,70
E01003890,40
E01003891,79
E01003892,39
E01003893,54
E01003894,61
E01003895,78
E01003896,281
E01003897,232
E01003898,73
E01003899,77
E01003900,97
E01003901,55
E01003902,72
E01003903,130
E01003904,70
E01003905,67
E01003906,78
E01003907,80
E01003908,77
E01003909,160
E01003910,42
E01003911,121
E01003912,79
E01003913,357
E01003914,145
E01003915,166
E01003916,186
E01003917,112
E01003918,119
E01003919,180
E01003920,143
E01003921,448
E01003922,261
E01003923,160
E01003924,125
E01003925,84
E01003926,116
E01003927,588
E01003929,859
E01003930,184
E01003932,267
E01003933,260
E01003934,606
E01003935,195
E01003936,101
E01003937,222
E01003938,91
E01003939,505
E01003940,111
E01003941,202
E01003942,114
E01003943,131
E01003945,78
E01003946,95
E01003947,108
E01003948,114
E01003949,99
E01003950,110
E01003951,77
E01003952,184
E01003953,165
E01003954,63
E01003955,73
E01003956,87
E01003957,64
E01003958,127
E01003960,146
E01003961,251
E01003963,147
E01003964,446
E01003966,228
E01003967,35
E01003968,101
E01003969,476
E01003970,112
E01003971,116
E01003972,160
E01003973,316
E01003974,75
E01003975,136
E01003976,273
E01003977,155
E01003978,214
E01003979,273
E01003980,243
E01003981,677
E01003983,117
E01003984,216
E01003986,164
E01003987,131
E01003988,296
E01003989,244
E01003990,135
E01003991,67
E01003992,88
E01003993,101
E01003994,344
E01003995,116
E01003997,110
E01003998,119
E01003999,81
E01004000,134
E01004001,108
E01004002,71
E01004003,210
E01004004,159
E01004005,250
E01004006,78
E01004007,72
E01004008,162
E01004010,252
E01004011,114
E01004012,151
E01004013,107
E01004014,125
E01004015,137
E01004016,126
E01004017,85
E01004018,72
E01004019,115
E01004020,109
E01004021,168
E01004022,260
E01004023,203
E01004024,145
E01004027,924
E01004028,236
E01004029,119
E01004030,125
E01004031,660
E01004032,74
E01004033,201
E01004034,150
E01004035,157
E01004036,233
E01004037,155
E01004038,159
E01004039,96
E01004040,324
E01004041,90
E01004042,238
E01004043,156
E01004044,125
E01004045,91
E01004046,95
E01004047,53
E01004048,131
E01004049,54
E01004050,75
E01004051,61
E01004052,148
E01004053,119
E01004054,91
E01004055,68
E01004056,141
E01004057,104
E01004058,96
E01004059,225
E01004060,189
E01004061,106
E01004062,378
E01004063,196
E01004064,158
E01004065,88
E01004066,145
E01004067,676
E01004068,186
E01004069,91
E01004070,84
E01004071,73
E01004072,92
E01004073,66
E01004074,113
E01004075,112
E01004076,271
