geography_code,Borough,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,sum_2021
E01000465,Bexley,17,11,22,1,2,11,2,10,23,67,166
E01000583,Brent,15,21,10,2,2,13,6,37,19,41,166
E01001577,Greenwich,13,6,25,3,3,12,5,3,20,76,166
E01001636,Greenwich,16,9,8,3,,9,5,16,28,72,166
E01001775,Hackney,17,5,9,3,4,13,5,35,18,57,166
E01002723,Islington,12,9,12,1,0,10,5,51,11,55,166
E01003127,Lambeth,21,12,19,3,6,5,9,32,13,46,166
E01003305,Lewisham,18,17,6,2,1,17,3,24,19,59,166
E01003319,Lewisham,13,15,5,3,3,14,2,23,32,56,166
E01003915,Southwark,17,24,12,2,1,12,1,34,23,40,166
E01004591,Wandsworth,11,14,8,2,3,19,5,38,17,49,166
E01033576,Newham,12,20,12,5,,3,11,22,28,53,166
E01033581,Newham,16,2,15,28,1,16,5,18,22,43,166
E01000577,Brent,12,14,12,4,1,10,0,23,21,68,165
E01001137,Croydon,17,13,9,1,,17,3,20,27,58,165
E01002033,Haringey,8,16,8,2,1,10,6,16,54,44,165
E01002202,Harrow,9,15,5,4,0,16,5,38,20,53,165
E01002243,Havering,25,9,15,3,2,20,2,17,14,58,165
E01002626,Hounslow,7,7,14,3,0,9,4,65,18,38,165
E01002858,Kensington and Chelsea,4,7,16,0,1,21,13,41,8,54,165
E01003154,Lambeth,28,15,3,2,1,15,2,29,12,58,165
E01003295,Lewisham,22,10,4,4,2,20,0,28,18,57,165
E01003543,Newham,20,11,16,3,1,9,6,22,21,56,165
E01003564,Newham,9,5,5,2,,9,4,46,9,76,165
E01003953,Southwark,12,14,9,2,2,8,7,56,18,37,165
E01004305,Tower Hamlets,13,10,14,2,2,11,6,26,23,58,165
E01004670,Westminster,13,6,22,1,1,15,4,19,12,72,165
E01000109,Barking and Dagenham,14,14,5,6,2,19,2,23,17,62,164
E01000462,Bexley,14,9,9,7,0,31,0,24,12,58,164
E01000806,Bromley,10,10,6,0,,27,7,20,19,65,164
E01000870,Camden,22,11,10,2,1,15,4,44,13,42,164
E01000992,Croydon,12,8,8,3,2,5,5,48,14,59,164
E01001479,Enfield,10,17,5,3,2,8,3,32,23,61,164
E01001540,Enfield,10,14,4,,1,11,2,63,26,33,164
E01001742,Hackney,9,13,3,1,4,9,4,62,10,49,164
E01002047,Haringey,6,11,6,3,3,6,11,40,26,52,164
E01002638,Hounslow,11,10,19,1,1,14,2,23,32,51,164
E01003059,Lambeth,7,11,14,6,3,13,3,54,2,51,164
E01003986,Southwark,15,22,16,1,3,12,3,23,21,48,164
E01004406,Waltham Forest,11,11,15,0,1,12,9,36,18,51,164
E01004576,Wandsworth,13,31,3,3,0,19,5,15,28,47,164
E01000091,Barking and Dagenham,17,5,10,4,0,13,4,13,13,84,163
E01000144,Barnet,12,17,2,1,1,19,8,30,24,49,163
E01000314,Barnet,12,2,8,2,0,21,4,23,31,60,163
E01000435,Bexley,18,8,4,7,1,5,2,56,16,46,163
E01000668,Bromley,9,6,4,0,,11,4,56,26,47,163
E01001188,Croydon,14,12,5,6,1,6,2,25,39,53,163
E01001426,Enfield,14,7,9,1,0,8,8,15,40,61,163
E01001642,Greenwich,15,11,14,3,2,26,2,39,13,38,163
E01001821,Hackney,15,5,18,1,1,9,9,37,10,58,163
E01002044,Haringey,14,8,5,0,0,13,5,43,30,45,163
E01002445,Hillingdon,25,11,7,2,1,23,3,17,12,62,163
E01002548,Hillingdon,16,10,18,5,0,10,4,14,17,69,163
E01002786,Islington,7,11,8,3,2,22,6,38,18,48,163
E01003192,Lewisham,17,8,6,5,2,15,6,15,16,73,163
E01004700,Westminster,10,20,9,1,,22,8,23,12,58,163
E01033457,Brent,17,6,7,3,2,16,4,36,12,60,163
E01033727,Greenwich,16,11,6,0,4,16,2,31,18,59,163
E01000163,Barnet,21,9,5,1,1,11,5,16,28,65,162
E01000312,Barnet,11,13,9,1,1,17,4,20,27,59,162
E01000333,Bexley,22,11,7,2,0,20,2,28,10,60,162
E01001196,Ealing,9,11,12,8,0,12,2,26,23,59,162
E01001241,Ealing,7,20,16,6,1,7,3,28,22,52,162
E01001562,Enfield,9,13,5,2,,15,7,15,21,75,162
E01002562,Hounslow,7,17,8,0,,17,9,23,31,50,162
E01002634,Hounslow,11,5,12,6,2,15,0,16,28,67,162
E01002640,Hounslow,10,9,16,3,2,12,4,25,27,54,162
E01002739,Islington,17,10,5,2,1,13,4,80,10,20,162
E01003352,Lewisham,18,17,13,1,4,23,4,15,13,54,162
E01003446,Merton,20,10,2,1,1,20,3,48,11,46,162
E01003573,Newham,9,8,2,6,0,10,2,71,14,40,162
E01003592,Newham,12,8,9,6,2,17,8,21,20,59,162
E01003807,Richmond upon Thames,11,17,5,2,2,8,2,56,25,34,162
E01003829,Richmond upon Thames,15,5,5,2,1,10,1,51,22,50,162
E01004008,Southwark,11,10,17,2,0,10,7,42,9,54,162
E01004088,Sutton,19,4,12,0,1,7,1,25,15,78,162
E01004507,Wandsworth,7,31,2,1,,12,3,35,19,52,162
E01033586,Newham,11,21,16,3,2,5,23,21,15,45,162
E01000027,Barking and Dagenham,19,11,8,8,1,8,2,11,24,69,161
E01000075,Barking and Dagenham,10,7,13,0,2,13,6,20,26,64,161
E01000244,Barnet,18,20,7,2,1,11,7,32,16,47,161
E01000385,Bexley,13,9,4,3,0,22,4,19,26,61,161
E01000515,Brent,12,8,13,1,2,14,12,12,23,64,161
E01001166,Croydon,12,11,17,5,5,12,3,19,17,60,161
E01002041,Haringey,11,11,13,0,2,4,7,17,42,54,161
E01002084,Haringey,12,17,9,5,3,14,11,24,23,43,161
E01002614,Hounslow,14,9,8,2,0,11,2,36,25,54,161
E01002847,Kensington and Chelsea,10,23,16,2,,9,2,33,16,50,161
E01003525,Newham,13,12,13,6,,11,3,27,22,54,161
E01003688,Redbridge,12,9,9,0,2,9,6,22,22,70,161
E01004257,Tower Hamlets,12,16,15,2,1,7,6,21,18,63,161
E01032780,Tower Hamlets,9,14,5,2,1,13,1,21,36,59,161
E01001441,Enfield,7,15,2,1,1,11,6,20,38,59,160
E01001574,Greenwich,16,3,7,4,2,16,1,19,20,72,160
E01001617,Greenwich,8,5,8,4,,14,1,54,21,45,160
E01002111,Harrow,5,4,22,0,0,13,5,51,21,39,160
E01002212,Harrow,19,2,8,2,1,11,4,41,20,52,160
E01002861,Kensington and Chelsea,8,13,8,1,0,11,6,59,25,29,160
E01003000,Kingston upon Thames,49,6,10,5,1,9,,17,34,29,160
E01003054,Lambeth,17,16,21,3,2,5,3,31,19,43,160
E01003309,Lewisham,12,15,10,6,4,13,5,15,21,59,160
E01003909,Richmond upon Thames,14,4,6,1,0,18,8,48,10,51,160
E01003923,Southwark,15,16,10,4,1,7,8,32,17,50,160
E01003972,Southwark,12,8,17,2,2,12,7,23,18,59,160
E01004230,Tower Hamlets,11,9,25,3,5,8,6,29,16,48,160
E01000170,Barnet,14,9,1,1,0,16,3,28,33,54,159
E01000641,Brent,7,7,12,3,5,17,5,20,19,64,159
E01000798,Bromley,12,12,4,4,0,16,1,22,17,71,159
E01001065,Croydon,8,10,18,2,2,16,1,49,17,36,159
E01001193,Croydon,3,4,11,1,,10,0,13,35,82,159
E01001483,Enfield,9,13,12,4,3,10,8,16,34,50,159
E01001487,Enfield,13,10,6,2,1,15,2,18,36,56,159
E01001824,Hackney,18,13,3,1,,25,6,23,22,48,159
E01002605,Hounslow,14,7,5,2,1,18,1,18,33,60,159
E01002721,Islington,17,13,5,1,1,12,6,35,24,45,159
E01003058,Lambeth,13,20,17,1,3,11,0,23,11,60,159
E01003131,Lambeth,18,21,11,1,1,10,4,30,16,47,159
E01003379,Merton,10,18,7,2,1,12,8,33,6,62,159
E01004004,Southwark,16,22,8,2,2,11,3,21,23,51,159
E01004038,Southwark,10,25,7,2,2,7,7,25,27,47,159
E01004508,Wandsworth,12,28,4,0,1,12,10,41,14,37,159
E01004563,Wandsworth,13,12,8,3,1,15,5,32,12,58,159
E01000596,Brent,18,17,5,2,0,7,7,12,25,65,158
E01000751,Bromley,10,0,4,2,0,25,0,17,14,86,158
E01000800,Bromley,12,9,17,1,2,19,3,22,20,53,158
E01001257,Ealing,24,5,16,1,2,13,2,13,13,69,158
E01001406,Enfield,7,13,3,5,2,13,11,41,24,39,158
E01001485,Enfield,11,14,7,4,1,13,4,19,37,48,158
E01002123,Harrow,19,16,5,1,0,10,5,38,17,47,158
E01003235,Lewisham,19,16,5,0,5,13,1,24,22,53,158
E01003259,Lewisham,11,18,3,4,0,17,1,29,22,53,158
E01003321,Lewisham,13,13,9,0,4,12,1,22,17,67,158
E01003755,Redbridge,10,9,7,1,3,8,1,48,21,50,158
E01003854,Richmond upon Thames,15,17,0,,1,19,7,43,30,26,158
E01004064,Southwark,9,14,11,0,3,15,5,29,11,61,158
E01004496,Wandsworth,16,23,4,4,0,12,2,54,12,31,158
E01033570,Richmond upon Thames,6,18,5,0,0,6,0,67,33,23,158
E01000516,Brent,11,15,12,5,1,14,2,26,16,55,157
E01001037,Croydon,10,15,8,2,3,17,5,30,14,53,157
E01001397,Enfield,14,21,12,2,2,14,3,13,34,42,157
E01001816,Hackney,12,8,17,1,3,7,9,37,22,41,157
E01001947,Hammersmith and Fulham,9,7,10,2,1,14,3,34,20,57,157
E01002048,Haringey,11,11,11,1,3,5,4,27,40,44,157
E01002128,Harrow,10,10,9,2,0,17,9,23,16,61,157
E01002280,Havering,15,9,4,4,3,20,1,5,11,85,157
E01002316,Havering,19,13,14,6,2,9,2,13,17,62,157
E01002405,Hillingdon,6,9,16,3,0,14,4,17,29,59,157
E01002490,Hillingdon,11,8,16,2,1,10,2,16,33,58,157
E01002564,Hounslow,18,11,5,3,,5,4,31,15,65,157
E01003066,Lambeth,12,5,9,4,4,17,14,16,16,60,157
E01004035,Southwark,21,17,6,4,4,10,5,22,12,56,157
E01004435,Waltham Forest,17,6,22,3,3,12,5,16,20,53,157
E01004539,Wandsworth,13,5,11,7,2,9,7,19,15,69,157
E01004709,Westminster,9,7,15,1,0,17,5,49,17,37,157
E01032782,Tower Hamlets,7,9,3,1,1,16,2,26,12,80,157
E01000057,Barking and Dagenham,15,14,11,3,1,10,13,21,21,47,156
E01000088,Barking and Dagenham,15,10,6,5,2,11,1,19,29,58,156
E01000551,Brent,15,20,11,1,3,12,5,29,15,45,156
E01000636,Brent,13,10,10,4,3,12,2,37,8,57,156
E01000744,Bromley,15,6,17,1,1,26,3,9,13,65,156
E01000895,Camden,11,10,1,3,2,13,8,71,12,25,156
E01001064,Croydon,10,8,73,2,5,6,1,9,12,30,156
E01001160,Croydon,8,3,2,0,1,14,5,59,24,40,156
E01001168,Croydon,16,13,12,7,1,18,2,21,21,45,156
E01001186,Croydon,11,17,13,1,0,17,0,14,32,51,156
E01001548,Enfield,12,23,9,7,1,9,3,14,31,47,156
E01001599,Greenwich,12,10,4,4,1,19,3,33,24,46,156
E01001854,Hammersmith and Fulham,20,12,8,3,1,9,8,32,20,43,156
E01001880,Hammersmith and Fulham,10,8,4,0,2,18,6,49,7,52,156
E01001935,Hammersmith and Fulham,14,13,10,1,2,11,0,26,25,54,156
E01002767,Islington,11,18,7,1,4,9,4,31,19,52,156
E01002798,Islington,5,14,12,0,1,16,2,53,28,25,156
E01003024,Lambeth,8,10,11,3,1,11,6,26,8,72,156
E01003189,Lewisham,21,4,3,3,2,14,7,13,15,74,156
E01003756,Redbridge,16,6,12,1,1,13,3,22,22,60,156
E01004043,Southwark,5,19,15,1,0,15,3,36,13,49,156
E01004248,Tower Hamlets,11,17,9,2,1,9,2,15,26,64,156
E01004287,Tower Hamlets,16,8,21,5,3,11,1,20,25,46,156
E01004710,Westminster,10,8,11,2,0,14,4,37,13,57,156
E01001440,Enfield,21,13,7,1,3,10,5,16,20,59,155
E01001782,Hackney,4,14,5,1,1,7,11,51,30,31,155
E01001846,Hackney,15,8,8,3,1,13,15,38,16,38,155
E01001915,Hammersmith and Fulham,13,15,25,4,1,10,7,44,23,13,155
E01001945,Hammersmith and Fulham,11,7,17,1,4,14,3,22,24,52,155
E01002379,Havering,9,12,13,4,2,17,9,35,20,34,155
E01002380,Havering,26,10,5,2,,18,2,17,30,45,155
E01003183,Lambeth,13,10,17,1,2,6,4,46,12,44,155
E01003201,Lewisham,19,12,16,1,1,11,3,23,21,48,155
E01003223,Lewisham,10,5,11,2,4,9,2,30,28,54,155
E01003715,Redbridge,15,10,17,0,3,6,5,15,33,51,155
E01003977,Southwark,7,8,5,0,,20,4,39,12,60,155
E01004037,Southwark,18,8,12,0,2,11,4,19,26,55,155
E01004757,Westminster,13,10,16,2,3,5,7,30,11,58,155
E01033151,Enfield,13,8,18,0,3,14,6,10,36,47,155
E01000113,Barking and Dagenham,10,16,15,2,3,11,9,10,7,71,154
E01000298,Barnet,14,9,11,2,2,10,2,34,13,57,154
E01000977,Croydon,12,8,9,3,0,11,4,21,19,67,154
E01001004,Croydon,15,11,10,2,3,13,4,11,14,71,154
E01001518,Enfield,11,8,7,3,0,4,9,24,39,49,154
E01001672,Greenwich,15,7,25,5,2,8,3,7,24,58,154
E01001768,Hackney,12,21,4,3,1,9,4,25,16,59,154
E01001862,Hammersmith and Fulham,14,8,7,2,3,8,7,26,26,53,154
E01002078,Haringey,8,11,8,0,0,11,9,18,24,65,154
E01002186,Harrow,8,13,7,1,1,17,0,38,35,34,154
E01002662,Hounslow,8,11,16,0,1,19,1,23,20,55,154
E01002729,Islington,8,5,20,1,,18,2,32,8,60,154
E01002776,Islington,11,10,7,1,0,17,10,47,10,41,154
E01002808,Islington,10,10,12,4,1,11,11,23,23,49,154
E01003063,Lambeth,11,6,6,2,,18,1,16,22,72,154
E01003284,Lewisham,15,6,5,1,0,8,5,30,20,64,154
E01003310,Lewisham,6,14,10,1,5,10,6,28,17,57,154
E01003347,Lewisham,20,15,3,1,,16,0,17,12,70,154
E01003662,Redbridge,10,11,4,3,0,16,2,25,18,65,154
E01003841,Richmond upon Thames,17,6,11,3,,9,2,17,19,70,154
E01004453,Waltham Forest,10,18,8,3,0,7,2,33,42,31,154
E01004624,Wandsworth,9,1,6,1,0,7,0,9,19,102,154
E01004740,Westminster,18,8,13,3,,11,0,39,6,56,154
E01000090,Barking and Dagenham,15,12,13,4,1,16,2,25,25,40,153
E01000644,Brent,11,12,7,5,2,10,3,21,24,58,153
E01001322,Ealing,11,6,11,6,1,13,6,29,36,34,153
E01001410,Enfield,18,7,6,3,1,19,2,5,12,80,153
E01001719,Hackney,6,12,4,2,0,10,3,47,24,45,153
E01001767,Hackney,6,12,7,1,3,9,4,24,31,56,153
E01002408,Hillingdon,12,9,5,1,1,13,3,16,15,78,153
E01002758,Islington,14,11,12,2,1,10,6,17,18,62,153
E01003351,Lewisham,14,10,4,4,1,8,2,44,23,43,153
E01003542,Newham,13,10,13,4,2,20,4,27,12,48,153
E01003646,Redbridge,13,16,7,2,,11,5,29,21,49,153
E01004256,Tower Hamlets,13,4,21,3,1,5,4,13,20,69,153
E01004323,Tower Hamlets,5,2,27,4,1,11,4,35,27,37,153
E01004564,Wandsworth,7,15,3,2,1,8,4,34,37,42,153
E01004663,Westminster,10,24,6,1,1,12,8,41,17,33,153
E01001041,Croydon,14,13,7,3,0,11,3,13,18,70,152
E01001176,Croydon,15,4,11,4,2,9,4,16,36,51,152
E01001438,Enfield,7,14,9,2,0,3,3,16,47,51,152
E01001655,Greenwich,15,2,6,9,1,16,0,11,14,78,152
E01001829,Hackney,16,26,0,2,0,7,4,51,8,38,152
E01002232,Harrow,10,16,6,5,0,12,5,20,14,64,152
E01002330,Havering,13,11,4,2,,5,1,66,11,39,152
E01002508,Hillingdon,8,5,18,3,2,9,4,18,38,47,152
E01002775,Islington,4,20,3,1,1,8,16,69,9,21,152
E01002785,Islington,9,19,5,0,1,11,6,41,24,36,152
E01002913,Kensington and Chelsea,5,16,12,1,1,18,3,27,17,52,152
E01000062,Barking and Dagenham,11,13,19,5,0,12,2,10,24,55,151
E01000739,Bromley,24,15,7,3,1,13,3,7,26,52,151
E01001033,Croydon,13,10,6,2,0,17,2,28,19,54,151
E01001344,Ealing,12,8,13,3,2,20,2,15,27,49,151
E01001394,Enfield,13,10,12,1,2,19,4,14,24,52,151
E01001428,Enfield,14,15,5,3,1,13,9,11,34,46,151
E01001444,Enfield,11,14,4,1,1,9,1,22,25,63,151
E01001528,Enfield,11,19,4,2,1,7,6,14,32,55,151
E01001634,Greenwich,8,6,23,3,2,16,1,13,19,60,151
E01001784,Hackney,9,11,5,2,2,10,8,44,9,51,151
E01001788,Hackney,8,12,10,5,3,9,16,22,22,44,151
E01001834,Hackney,13,15,8,1,2,15,7,29,21,40,151
E01001960,Hammersmith and Fulham,18,16,7,3,,9,1,27,28,42,151
E01001980,Haringey,13,7,2,2,1,7,2,17,37,63,151
E01002053,Haringey,12,15,4,3,0,7,6,22,38,44,151
E01003150,Lambeth,5,15,16,3,4,20,7,14,18,49,151
E01003657,Redbridge,9,12,6,1,1,12,3,20,46,41,151
E01003681,Redbridge,11,12,9,2,3,9,3,18,24,60,151
E01004012,Southwark,12,14,9,5,1,6,3,23,17,61,151
E01004140,Sutton,16,1,11,2,1,18,1,23,14,64,151
E01004534,Wandsworth,9,25,10,3,2,17,7,23,16,39,151
E01032581,Redbridge,9,17,5,7,2,9,2,15,15,70,151
E01000104,Barking and Dagenham,16,10,11,2,0,11,3,24,24,49,150
E01000281,Barnet,11,10,2,1,2,23,0,46,13,42,150
E01000528,Brent,8,13,29,2,1,11,4,13,25,44,150
E01000725,Bromley,17,22,12,6,0,6,4,16,17,50,150
E01000867,Camden,13,29,12,3,1,7,3,28,11,43,150
E01000869,Camden,18,11,5,4,,12,7,30,22,41,150
E01000900,Camden,17,14,10,2,3,14,8,33,19,30,150
E01001047,Croydon,10,13,18,3,4,8,4,20,12,58,150
E01001113,Croydon,14,11,8,4,1,11,2,19,24,56,150
E01001433,Enfield,9,8,2,4,1,8,3,18,35,62,150
E01002104,Haringey,3,8,9,5,4,7,8,14,32,60,150
E01002504,Hillingdon,18,6,15,5,0,14,7,17,30,38,150
E01002558,Hounslow,9,11,6,4,0,9,4,26,15,66,150
E01002807,Islington,16,16,5,3,0,12,6,26,16,50,150
E01002971,Kingston upon Thames,10,8,24,6,0,16,5,25,11,45,150
E01003604,Newham,13,11,8,4,,8,3,20,30,53,150
E01004034,Southwark,15,6,24,3,4,12,4,36,13,33,150
E01004314,Tower Hamlets,13,4,15,2,0,14,9,50,21,22,150
E01004410,Waltham Forest,11,18,10,2,1,18,4,26,20,40,150
E01004615,Wandsworth,17,13,10,2,4,9,4,22,21,48,150
E01032719,Southwark,8,9,24,7,3,13,6,29,3,48,150
E01000883,Camden,15,15,2,1,1,9,8,58,10,30,149
E01001423,Enfield,18,11,6,1,2,2,2,4,23,80,149
E01001739,Hackney,7,24,3,2,,9,9,36,18,41,149
E01002236,Harrow,16,10,11,2,0,12,4,20,20,54,149
E01002545,Hillingdon,15,5,9,2,1,17,1,10,12,77,149
E01002628,Hounslow,12,15,6,4,,4,4,20,21,63,149
E01002840,Kensington and Chelsea,7,8,23,3,3,18,5,24,7,51,149
E01002948,Kingston upon Thames,12,8,5,3,1,13,1,37,18,51,149
E01003045,Lambeth,10,2,23,3,8,7,8,17,9,62,149
E01003130,Lambeth,10,10,9,1,1,15,5,32,22,44,149
E01003387,Merton,12,5,12,3,3,12,9,9,9,75,149
E01003700,Redbridge,11,10,1,1,0,21,4,19,35,47,149
E01003704,Redbridge,12,10,9,0,1,8,3,33,13,60,149
E01004170,Sutton,13,7,3,0,0,12,3,38,31,42,149
E01004237,Tower Hamlets,13,7,13,1,0,11,7,18,17,62,149
E01004296,Tower Hamlets,11,7,3,2,1,14,5,29,11,66,149
E01004458,Waltham Forest,14,16,9,4,0,15,5,16,20,50,149
E01000162,Barnet,7,13,2,2,1,16,6,23,15,63,148
E01000557,Brent,10,14,4,4,1,10,3,19,28,55,148
E01001795,Hackney,13,26,7,0,0,15,4,32,14,37,148
E01001850,Hackney,5,11,16,5,3,14,1,20,19,54,148
E01001866,Hammersmith and Fulham,9,14,8,2,0,14,3,46,23,29,148
E01002325,Havering,8,3,5,2,2,11,3,63,5,46,148
E01002595,Hounslow,12,7,12,2,3,3,3,11,28,67,148
E01002698,Islington,8,11,5,3,0,19,5,40,23,34,148
E01002741,Islington,7,10,7,3,1,11,6,26,28,49,148
E01003247,Lewisham,12,19,20,2,5,4,5,21,17,43,148
E01003346,Lewisham,16,14,10,4,0,10,6,20,22,46,148
E01003374,Merton,12,9,6,4,1,22,3,22,13,56,148
E01003602,Newham,24,4,2,1,0,9,7,22,22,57,148
E01003771,Redbridge,18,13,8,1,5,9,1,13,13,67,148
E01003773,Redbridge,6,11,4,1,0,13,4,59,20,30,148
E01004052,Southwark,9,16,6,0,5,14,3,44,20,31,148
E01004201,Tower Hamlets,11,9,9,1,2,11,5,33,28,39,148
E01004388,Waltham Forest,15,11,3,2,2,18,4,18,29,46,148
E01004718,Westminster,10,9,7,1,1,12,4,30,14,60,148
E01000015,Barking and Dagenham,21,10,13,5,0,6,1,13,14,64,147
E01000525,Brent,14,7,13,3,1,16,3,22,19,49,147
E01001009,Croydon,11,6,10,3,1,5,4,23,28,56,147
E01001203,Ealing,21,3,4,2,1,18,1,25,27,45,147
E01001430,Enfield,10,16,10,3,1,8,6,11,22,60,147
E01001765,Hackney,12,13,15,2,3,5,5,18,22,52,147
E01001770,Hackney,8,7,4,,1,13,10,33,28,43,147
E01002017,Haringey,15,10,3,4,2,16,0,31,16,50,147
E01002680,Hounslow,8,13,17,2,2,7,2,25,14,57,147
E01003112,Lambeth,5,19,13,3,2,9,3,33,7,53,147
E01003137,Lambeth,13,11,28,1,3,14,3,18,14,42,147
E01003282,Lewisham,9,20,5,2,0,11,3,24,16,57,147
E01003963,Southwark,12,4,7,6,0,13,6,45,11,43,147
E01004090,Sutton,13,8,15,1,0,5,3,13,6,83,147
E01004289,Tower Hamlets,10,7,15,7,2,9,2,17,18,60,147
E01004494,Wandsworth,9,12,8,3,0,11,3,51,18,32,147
E01033098,Wandsworth,5,14,8,2,1,15,10,57,2,33,147
E01000203,Barnet,13,24,4,,2,17,3,11,33,39,146
E01000219,Barnet,13,18,7,2,1,14,2,22,13,54,146
E01000313,Barnet,14,13,13,2,,14,2,22,23,43,146
E01000917,Camden,12,9,10,3,0,17,7,50,2,36,146
E01000975,Croydon,16,12,9,3,0,10,4,19,13,60,146
E01001000,Croydon,13,6,19,2,2,8,8,25,6,57,146
E01001517,Enfield,14,12,14,4,2,12,5,9,26,48,146
E01002046,Haringey,11,12,9,2,0,7,13,23,29,40,146
E01002483,Hillingdon,10,7,7,2,5,7,3,30,24,51,146
E01003100,Lambeth,8,9,11,2,,13,5,40,10,48,146
E01003433,Merton,9,6,9,6,1,22,18,10,11,54,146
E01003960,Southwark,16,23,5,0,0,8,6,41,8,39,146
E01004264,Tower Hamlets,14,0,34,5,,12,7,10,3,61,146
E01000632,Brent,9,6,8,3,3,8,10,52,3,43,145
E01000796,Bromley,13,5,10,3,2,24,2,15,18,53,145
E01002817,Kensington and Chelsea,5,13,10,4,,12,2,43,22,34,145
E01003359,Merton,13,16,5,4,0,16,2,17,11,61,145
E01003391,Merton,8,11,9,3,3,9,5,11,13,73,145
E01003914,Southwark,7,10,2,,1,20,9,38,21,37,145
E01004024,Southwark,9,20,12,0,3,4,4,26,23,44,145
E01004066,Southwark,12,13,12,3,2,4,6,27,12,54,145
E01004423,Waltham Forest,7,9,22,3,1,9,4,25,14,51,145
E01004425,Waltham Forest,8,7,4,1,0,12,5,42,28,38,145
E01004429,Waltham Forest,14,6,14,2,2,11,4,33,21,38,145
E01004579,Wandsworth,20,19,12,2,3,8,1,22,24,34,145
E01004690,Westminster,31,14,13,1,,6,2,34,19,25,145
E01000571,Brent,16,4,16,1,1,12,15,16,7,56,144
E01001005,Croydon,16,11,13,1,0,6,7,30,12,48,144
E01001078,Croydon,18,10,10,1,2,11,3,25,4,60,144
E01001409,Enfield,20,10,4,4,0,9,2,7,26,62,144
E01001738,Hackney,6,30,4,0,,8,8,42,12,34,144
E01003549,Newham,14,10,13,0,,8,5,14,27,53,144
E01003607,Newham,18,21,5,0,3,11,8,14,20,44,144
E01003623,Newham,5,10,8,0,4,4,2,13,28,70,144
E01003733,Redbridge,11,6,9,6,2,6,5,18,24,57,144
E01003847,Richmond upon Thames,8,14,1,1,,14,3,53,18,32,144
E01004308,Tower Hamlets,5,4,20,0,2,11,3,23,13,63,144
E01004676,Westminster,3,11,14,8,1,16,7,19,20,45,144
E01000031,Barking and Dagenham,12,15,10,3,5,10,3,13,23,49,143
E01000154,Barnet,8,16,14,2,1,15,2,17,23,45,143
E01000532,Brent,10,11,10,1,1,9,6,39,10,46,143
E01000724,Bromley,17,12,16,5,1,6,3,6,17,60,143
E01000959,Camden,8,6,10,3,1,20,6,25,13,51,143
E01001151,Croydon,17,5,4,4,2,4,3,22,19,63,143
E01001448,Enfield,16,12,10,6,1,14,6,15,16,47,143
E01001451,Enfield,6,8,1,0,,5,10,62,27,24,143
E01001674,Greenwich,7,13,21,4,,14,3,14,25,42,143
E01001753,Hackney,6,12,11,0,0,11,3,22,29,49,143
E01001921,Hammersmith and Fulham,12,10,4,3,,9,3,36,36,30,143
E01002413,Hillingdon,11,5,9,1,0,16,3,37,13,48,143
E01002762,Islington,12,12,13,,,14,2,29,22,39,143
E01002844,Kensington and Chelsea,8,7,16,2,2,8,7,27,27,39,143
E01003110,Lambeth,6,10,9,2,3,14,3,39,21,36,143
E01003211,Lewisham,10,21,18,2,3,7,1,10,37,34,143
E01003527,Newham,5,9,22,3,0,10,6,26,29,33,143
E01003544,Newham,13,6,3,2,0,15,8,15,23,58,143
E01003817,Richmond upon Thames,13,10,9,3,1,11,1,24,20,51,143
E01003920,Southwark,10,8,11,3,1,11,4,29,17,49,143
E01032580,Barking and Dagenham,6,7,4,5,1,11,7,36,16,50,143
E01000012,Barking and Dagenham,3,7,17,4,6,9,1,16,13,66,142
E01000058,Barking and Dagenham,17,16,1,4,1,9,1,4,18,71,142
E01000866,Camden,13,14,8,2,0,10,5,36,19,35,142
E01001090,Croydon,21,7,1,1,1,16,10,18,24,43,142
E01001114,Croydon,18,5,10,3,4,8,3,18,15,58,142
E01001318,Ealing,23,9,9,3,1,13,6,18,13,47,142
E01001330,Ealing,19,10,12,2,2,13,5,15,9,55,142
E01001477,Enfield,13,15,6,1,2,6,3,16,24,56,142
E01001693,Greenwich,14,9,16,1,2,13,0,17,17,53,142
E01001720,Hackney,9,20,5,1,0,10,7,38,25,27,142
E01001812,Hackney,15,10,6,1,1,16,3,15,31,44,142
E01001946,Hammersmith and Fulham,11,7,11,1,2,9,2,33,24,42,142
E01001981,Haringey,16,11,11,3,1,7,5,13,29,46,142
E01002011,Haringey,11,10,2,1,2,11,6,38,33,28,142
E01002782,Islington,5,12,5,1,,20,9,38,8,44,142
E01003129,Lambeth,13,16,7,1,0,6,8,38,9,44,142
E01003413,Merton,7,6,7,4,1,9,14,29,10,55,142
E01003611,Newham,15,5,15,3,1,12,9,17,10,55,142
E01003642,Redbridge,9,10,8,7,2,12,4,10,20,60,142
E01003757,Redbridge,5,8,7,2,1,10,1,16,31,61,142
E01004367,Waltham Forest,8,9,6,3,1,10,7,36,13,49,142
E01004411,Waltham Forest,18,8,8,2,1,11,2,31,18,43,142
E01004745,Westminster,11,12,13,2,3,14,0,44,4,39,142
E01000543,Brent,12,4,4,3,1,13,2,32,18,52,141
E01000745,Bromley,5,13,6,6,1,9,6,18,37,40,141
